Lista tags in plc4
sono stati raggruppati i tags  (vedi nmin..nmax)
----------------------------------------------------------------+-----------------------------------------------------------------------------------
Nome tag                                                        |Descrizione
PLCTAG_SIWA0..7_MINIMUM_PAUSE_2                                 |
PLCTAG_SIWA0..7_OVERLOAD_TIME                                   |
PLCTAG_SIWA0..7_PROCESS_VALUE_OUTPUT                            |
PLCTAG_SIWA0..7_PROCESS_VALUE_OUTPUT_2                          |
PLCTAG_SIWA0..7_ANALOG_OUT_ZERO                                 |
PLCTAG_SIWA0..7_ANALOG_OUT_END                                  |
PLCTAG_SIWA0..7_ANALOG_OUT_CONST                                |
PLCTAG_SIWA0..7_ANALOG_OUT_SOURCE                               |
PLCTAG_SIWA0..7_ANALOG_OUT_4_20_M_AMP                           |
PLCTAG_SIWA0..7_DEFINITION_DO1..3                               |
PLCTAG_SIWA0..7_DEFINITION_DI1..3                               |
PLCTAG_SIWA0..7_SET_KG                                          |
PLCTAG_SIWA0..7_VOLO_KG                                         |
PLCTAG_SIWA0..7_LOG_SELECTION                                   |
PLCTAG_SIWA0..7_STATUS_SERVICE_ON                               |
PLCTAG_SIWA0..7_CALIBRAZIONE_ON                                 |
PLCTAG_SIWA0..7_PESO_NASTRO                                     |
PLCTAG_SIWA0..7_VELOX_NASTRO                                    |
PLCTAG_SIWA0..7_PORTATA_NASTRO                                  |
PLCTAG_SIWA0..7_AD_DIGIT_FILTERED                               |
PLCTAG_SIWA0..7_LETTURASTATO_DI                                 |
PLCTAG_SIWA0..7_TOTALIZER_5                                     |
PLCTAG_SIWA0..7_TOTALIZER_6                                     |
PLCTAG_NEMO_ISTANTANEO_1..20                                    |PLCTAG_NEMO_ISTANTANEI
PLCTAG_NEMO_PICCO_RESET_1..20                                   |PLCTAG_NEMO_PICCHI
PLCTAG_NEMO_PICCO_1..20                                         |
PLCTAG_SelezioneBennaS7                                         |PLCTAG_SILOS7
PLCTAG_CelleSilo_0_0..3                                         |PLCTAG_CelleSilo
PLCTAG_CelleSilo_EnableCarico_1..4                              |
PLCTAG_CelleSilo_EnableScarico_1..4                             |
PLCTAG_CelleSilo_1_4..7                                         |
PLCTAG_DB307_ZeroEnable                                         |
PLCTAG_DB307_PosiEnable                                         |
PLCTAG_DB307_FC_Zero                                            |
PLCTAG_DB307_ExtraMax                                           |
PLCTAG_DB307_FC_Min                                             |
PLCTAG_DB307_ExtraMin                                           |
PLCTAG_DB307_Bipolar                                            |
PLCTAG_DB307_StartUp                                            |
PLCTAG_DB307_Preset                                             |
PLCTAG_DB307_Target                                             |
PLCTAG_DB307_Finestra                                           |
PLCTAG_DB307_Value                                              |
PLCTAG_DB307_Speed                                              |
PLCTAG_DB307_StartSyncro                                        |
PLCTAG_DB307_StartPosi                                          |
PLCTAG_DB307_Direzione                                          |
PLCTAG_DB307_InFinestra                                         |
PLCTAG_DB307_SyncroOn                                           |
PLCTAG_DB307_AuxZero                                            |
PLCTAG_DB307_DifZero                                            |
PLCTAG_DB307_MoveMin                                            |
PLCTAG_DB307_MoveMax                                            |
PLCTAG_DB307_MoveZero                                           |
PLCTAG_DB307_SeroSearch                                         |
PLCTAG_DB307_AuxStart                                           |
PLCTAG_DB307_Zero                                               |
PLCTAG_DB307_ZeroError                                          |
PLCTAG_DB307_PosiOn                                             |
PLCTAG_DB307_InPosition                                         |
PLCTAG_DB307_EndPos                                             |
PLCTAG_DB307_RapportoImpulsiUnitaMisura                         |
PLCTAG_DB307_Zeroset_MoveSpeed                                  |
PLCTAG_DB307_Zeroset_SearchSpeed                                |
PLCTAG_DB307_Zeroset_ZeroSpeed                                  |
PLCTAG_DB307_Posiset_VeloxMax                                   |
PLCTAG_DB307_Posiset_VeloxMin                                   |
PLCTAG_DB307_Posiset_RampaUP                                    |
PLCTAG_DB307_Posiset_RampaDOWN                                  |
PLCTAG_DB307_Posiset_Tolleranza                                 |
PLCTAG_DB307_Posiset_Posi_P                                     |
PLCTAG_DB307_Posiset_Posi_M                                     |
PLCTAG_DB307_Posiset_StartValue                                 |
PLCTAG_DB307_Posiset_Differenza                                 |
PLCTAG_DB307_RitPosi_PT                                         |
PLCTAG_DB301_TempoSpruzzaAntiadesivo                            |PLCTAG_SPRUZZATURA
PLCTAG_DB301_SpruzzaturaAntiadesivo                             |
PLCTAG_DB310_PienoDaMescolatore                                 |PLCTAG_BENNA    Partenza automatica benna
PLCTAG_DB310_FC_Aperto                                          |
PLCTAG_DB310_FC_Chiuso                                          |
PLCTAG_DB310_unused1                                            |
PLCTAG_DB310_unused2                                            |
PLCTAG_DB310_ManuApre                                           |
PLCTAG_DB310_ManuChiude                                         |
PLCTAG_DB310_ManuPosi                                           |Ora si usaPLCTAG_SILOGEN_SALITAMANUALEASSE
PLCTAG_DB310_ManuZero                                           |Ora si usaPLCTAG_SILOGEN_DISCESAMANUALEASSE
PLCTAG_DB310_ConsensoApre                                       |
PLCTAG_DB310_ConsensoStart                                      |
PLCTAG_DB310_InPosizione                                        |
PLCTAG_DB310_CopyInhibit                                        |
PLCTAG_DB310_ApreBenna                                          |
PLCTAG_DB310_RitornoZero                                        |
PLCTAG_DB310_StartPosiziona                                     |Ora si usaPLCTAG_SILOGEN_MEMSALITABENNA
PLCTAG_DB310_ConsensoMescolatore                                |
PLCTAG_DB310_AllarmeApre                                        |
PLCTAG_DB310_AllarmeChiude                                      |
PLCTAG_DB310_BennaPiena                                         |
PLCTAG_DB310_BennaVuota                                         |
PLCTAG_DB310_AuxPieno                                           |
PLCTAG_DB310_ChiudeBenna                                        |
PLCTAG_DB310_AuxPosi                                            |
PLCTAG_DB310_TimeOutApre_PT                                     |
PLCTAG_DB310_TimeOutChiude_PT                                   |
PLCTAG_DB310_TempoScarico_PT                                    |
PLCTAG_DB310_WORK_RicettaUsata                                  |
PLCTAG_DB310_WORK_PesoScaricato                                 |
PLCTAG_DB310_WORK_Destinazione                                  |
PLCTAG_DB310_WORK_Posizione                                     |
PLCTAG_DB309_Posizione1..21                                     |PLCTAG_POSIZIONI_SILI
PLCTAG_DB302_VelocitaInverterTeo                                |PLCTAG_VELOCITA_BENNA_INVERTER
PLCTAG_DB302_VelocitaInverterReale                              |
PLCTAG_DB302_ErroreComunicazione                                |
PLCTAG_DB302_ErroreInverter                                     |
PLCTAG_DB302_NonProntoInverter                                  |
PLCTAG_DB322_AckAllarme                                         |PLCTAG_BUFFER_SILO
PLCTAG_DB322_ScriviParametro                                    |
PLCTAG_DB322_AbilitaJog                                         |
PLCTAG_DB322_Jog_DX                                             |
PLCTAG_DB322_Jog_SX                                             |
PLCTAG_DB518_FwLocked                                           |PLCTAG_DB518
PLCTAG_DB518_BwLocked                                           |
PLCTAG_SILOGEN_AUTOMATICO                                       |PLCTAG_SILOGEN
PLCTAG_SILOGEN_MANUALE                                          |
PLCTAG_ERR_ASSE_P                                               |
PLCTAG_ERR_ASSE_A                                               |
PLCTAG_SILOGEN_SALITAMANUALEASSE2                               |
PLCTAG_SILOGEN_DISCESAMANUALEASSE2                              |
PLCTAG_SILOGEN_SALITAMANUALEASSE                                |
PLCTAG_SILOGEN_DISCESAMANUALEASSE                               |
PLCTAG_SILOGEN_MEMSALITABENNA                                   |
PLCTAG_SILO2_Presenza                                           |PLCTAG_SILO2
PLCTAG_SILO2_FwLocked                                           |
PLCTAG_SILO2_BwLocked                                           |
PLCTAG_SILO2_ZeroEnable                                         |
PLCTAG_SILO2_PosiEnable                                         |
PLCTAG_SILO2_FC_Zero                                            |
PLCTAG_SILO2_ExtraMax                                           |
PLCTAG_SILO2_FC_Min                                             |
PLCTAG_SILO2_ExtraMin                                           |
PLCTAG_SILO2_Bipolar                                            |
PLCTAG_SILO2_StartUp                                            |
PLCTAG_SILO2_Preset                                             |
PLCTAG_SILO2_Target                                             |
PLCTAG_SILO2_Finestra                                           |
PLCTAG_SILO2_Value                                              |
PLCTAG_SILO2_Speed                                              |
PLCTAG_SILO2_StartSyncro                                        |
PLCTAG_SILO2_StartPosi                                          |
PLCTAG_SILO2_Direzione                                          |
PLCTAG_SILO2_InFinestra                                         |
PLCTAG_SILO2_SyncroOn                                           |
PLCTAG_SILO2_AuxZero                                            |
PLCTAG_SILO2_DifZero                                            |
PLCTAG_SILO2_MoveMin                                            |
PLCTAG_SILO2_MoveMax                                            |
PLCTAG_SILO2_MoveZero                                           |
PLCTAG_SILO2_SeroSearch                                         |
PLCTAG_SILO2_AuxStart                                           |
PLCTAG_SILO2_Zero                                               |
PLCTAG_SILO2_ZeroError                                          |
PLCTAG_SILO2_PosiOn                                             |
PLCTAG_SILO2_InPosition                                         |
PLCTAG_SILO2_EndPos                                             |
PLCTAG_SILO2_RapportoImpulsiUnitaMisura                         |
PLCTAG_SILO2_Zeroset_MoveSpeed                                  |
PLCTAG_SILO2_Zeroset_SearchSpeed                                |
PLCTAG_SILO2_Zeroset_ZeroSpeed                                  |
PLCTAG_SILO2_Posiset_VeloxMax                                   |
PLCTAG_SILO2_Posiset_VeloxMin                                   |
PLCTAG_SILO2_Posiset_RampaUP                                    |
PLCTAG_SILO2_Posiset_RampaDOWN                                  |
PLCTAG_SILO2_Posiset_Tolleranza                                 |
PLCTAG_SILO2_Posiset_Posi_P                                     |
PLCTAG_SILO2_Posiset_Posi_M                                     |
PLCTAG_SILO2_Posiset_StartValue                                 |
PLCTAG_SILO2_Posiset_Differenza                                 |
PLCTAG_SILO2_RitPosi_PT                                         |
PLCTAG_SILO2_TempoSpruzzaAntiadesivo                            |
PLCTAG_SILO2_SpruzzaturaAntiadesivo                             |
PLCTAG_SILO2_PienoDaMescolatore                                 |
PLCTAG_SILO2_FC_Aperto                                          |
PLCTAG_SILO2_FC_Chiuso                                          |
PLCTAG_SILO2_unused1                                            |
PLCTAG_SILO2_unused2                                            |
PLCTAG_SILO2_ManuApre                                           |
PLCTAG_SILO2_ManuChiude                                         |
PLCTAG_SILO2_ManuPosi                                           |Ora si usaPLCTAG_SILOGEN_SALITAMANUALEASSE2
PLCTAG_SILO2_ManuZero                                           |Ora si usaPLCTAG_SILOGEN_DISCESAMANUALEASSE2
PLCTAG_SILO2_ConsensoApre                                       |
PLCTAG_SILO2_ConsensoStart                                      |
PLCTAG_SILO2_InPosizione                                        |
PLCTAG_SILO2_CopyInhibit                                        |
PLCTAG_SILO2_ApreBenna                                          |
PLCTAG_SILO2_RitornoZero                                        |
PLCTAG_SILO2_StartPosiziona                                     |Ora si usaPLCTAG_SILOGEN_MEMSALITABENNA
PLCTAG_SILO2_ConsensoMescolatore                                |
PLCTAG_SILO2_AllarmeApre                                        |
PLCTAG_SILO2_AllarmeChiude                                      |
PLCTAG_SILO2_BennaPiena                                         |
PLCTAG_SILO2_BennaVuota                                         |
PLCTAG_SILO2_AuxPieno                                           |
PLCTAG_SILO2_ChiudeBenna                                        |
PLCTAG_SILO2_AuxPosi                                            |
PLCTAG_SILO2_TimeOutApre_PT                                     |
PLCTAG_SILO2_TimeOutChiude_PT                                   |
PLCTAG_SILO2_TempoScarico_PT                                    |
PLCTAG_SILO2_WORK_RicettaUsata                                  |
PLCTAG_SILO2_WORK_PesoScaricato                                 |
PLCTAG_SILO2_WORK_Destinazione                                  |
PLCTAG_SILO2_WORK_Posizione                                     |
PLCTAG_SILO2_Posizione1..21                                     |
PLCTAG_SILO2_VelocitaInverterTeo                                |
PLCTAG_SILO2_VelocitaInverterReale                              |
PLCTAG_SILO2_AbilitaJog                                         |
PLCTAG_SILO2_Jog_DX                                             |
PLCTAG_SILO2_Jog_SX                                             |
PLCTAG_SIWA_CMD_LIST_UltimoInserito                             |PLCTAG_SIWA_LOG_COMANDI
PLCTAG_SIWA_CMD_LIST_Anno1..100                                 |
PLCTAG_SIWA_CMD_LIST_Mese1..100                                 |
PLCTAG_SIWA_CMD_LIST_Giorno1..100                               |
PLCTAG_SIWA_CMD_LIST_Ora1..100                                  |
PLCTAG_SIWA_CMD_LIST_Minuto1..100                               |
PLCTAG_SIWA_CMD_LIST_Secondo1..100                              |
PLCTAG_SIWA_CMD_LIST_Valore1..100                               |
PLCTAG_Bruciatore2AutomaticoImpulsoRegolazioneModulatore        |PLCTAG_DB75
PLCTAG_Bruciatore2AutomaticoAbilitaRegolazioneModulatore        |
PLCTAG_Bruciatore2AutomaticoSegnoRegolazioneModulatore          |
PLCTAG_Bruciatore2AutomaticoDurataImpulsoRegolazioneModulatore  |
PLCTAG_EN_FAST                                                  |20130830
PLCTAG_Comp1..20_Abilitazione                                   |Aggregati
PLCTAG_Comp1..20_FinePesata                                     |
PLCTAG_Comp1..20_FineScarico                                    |
PLCTAG_Step_Bil_AGGREGATI                                       |
PLCTAG_Step_Bil_FILLER                                          |
PLCTAG_Step_Bil_BITUME                                          |
PLCTAG_Step_Bil_VIATOP                                          |
PLCTAG_Step_Bil_RICICLATO                                       |
PLCTAG_Step_Bil_SACCHI                                          |
PLCTAG_Step_Bil_BITUMEGRAV                                      |
PLCTAG_Step_Bil_ADDBACLEGCNT                                    |
PLCTAG_Step_Bil_BITUMECNT                                       |
PLCTAG_Step_Bil_RICICLATOSIWA                                   |
PLCTAG_Step_Bil_CICLRICICLATOFREDDO                             |
PLCTAG_ErrCond_SpaccFiller_F2                                   |
PLCTAG_AvvCaldo_Prenotazione                                    |
PLCTAG_IN_DUSTFIX_ENABLE                                        |
PLCTAG_IN_DUSTFIX_TERM                                          |
PLCTAG_IN_RIT_MIXER_DUSTFIX                                     |
PLCTAG_IN_RIT_POMPA_DUSTFIX                                     |
PLCTAG_NM_IN_BIT_BASSA_TEMP_BIT2                                |=1 La temperatura del bitume sono basse (bit generato dalla logica nel Cyb500)
PLCTAG_Add2_Abilita_MinFlusso                                   |
PLCTAG_Add2_Tempo_MinFlusso                                     |
PLCTAG_Filler2_RompiSacchi_Presenza                             |
PLCTAG_ALARM_Filler2_RompiSacchi                                |
PLCTAG_ACK_Filler2_RompiSacchi                                  |
PLCTAG_VALV_F2_Rompisacchi_Codice_Allarme                       |20160613: Valvola rompisacchi F2
PLCTAG_AI_FiltroDMR_Liv_SX                                      |20151120: Livello Analogico sinistro Tramoggia Sotto FIltro DMR
PLCTAG_AI_FiltroDMR_Liv_DX                                      |20151120: Livello Analogico destro Tramoggia Sotto FIltro DMR
PLCTAG_AI_FiltroDMR_Liv_CE                                      |20151228: Livello Analogico centrale Tramoggia Sotto FIltro DMR
PLCTAG_SILI_PAR_AbilitaCelleCaricoSilo                          |
PLCTAG_DB5_VisualizzaNavetta                                    |                                                                                      20151124
PLCTAG_SILI_PAR_FondoScala_Peso                                 |
PLCTAG_SILI_PAR_FondoScala_Temperature                          |
PLCTAG_SILI_PAR_CelleSiloStabBilancia                           |
PLCTAG_SILI_PAR_TempoMinPressTelescarico                        |
PLCTAG_SILI_PAR_MaxTara                                         |
PLCTAG_SILI_PAR_Tolleranza                                      |
PLCTAG_SILI_PAR_NumeroSili                                      |
PLCTAG_SILI_PAR_NumeroScomparti                                 |
PLCTAG_SILI_PAR_Diretto                                         |
PLCTAG_SILI_PAR_DirettoConPeso                                  |
PLCTAG_SILI_PAR_Rifiuti                                         |
PLCTAG_SILI_PAR_RifiutiConPeso                                  |
PLCTAG_SILI_HMI_PesoIniziale_0..10                              |Diretto
PLCTAG_SILI_HMI_PesoIniziale_21                                 |Rifiuti
PLCTAG_SILI_HMI_TaraInizialeCella_1..4                          |
PLCTAG_SILI_HMI_PesoInizialeCamion                              |
PLCTAG_SILI_HMI_TaraInizialeCamion                              |
PLCTAG_SILI_HMI_Num_Scomp_Res_Id_Mat                            |20170221 Tecnobeton
PLCTAG_SILI_PAR_AppScomparto_0..10                              |Diretto
PLCTAG_SILI_PAR_AppScomparto_21                                 |Rifiuti
PLCTAG_SILI_PAR_EnableTempoAntBlocco                            |
PLCTAG_SILI_PAR_TempoAnticipoBlocco0..10                        |Diretto
PLCTAG_SILI_PAR_TempoAnticipoBlocco21                           |Rifiuti
PLCTAG_SILI_HMI_TrasfPar                                        |
PLCTAG_SILI_HMI_AggiornaPar                                     |
PLCTAG_SILI_HMI_EseguiTaraCella                                 |
PLCTAG_SILI_HMI_ResetTaraCella                                  |
PLCTAG_SILI_HMI_NumeroCella                                     |
PLCTAG_SILI_HMI_ResetCamion                                     |
PLCTAG_SILI_HMI_AzzeraScomparto                                 |
PLCTAG_SILI_HMI_ScriviScomparto                                 |
PLCTAG_SILI_HMI_NumeroScomparto                                 |
PLCTAG_SILI_HMI_ValorePesoScomparto                             |
PLCTAG_SILI_HMI_ParametriOK                                     |
PLCTAG_SILI_HMI_Peso_0..10                                      |
PLCTAG_SILI_HMI_Peso_21                                         |
PLCTAG_SILI_HMI_PesoCella_1..4                                  |
PLCTAG_SILI_HMI_TaraCella_1..4                                  |
PLCTAG_SILI_HMI_PesoCamion                                      |
PLCTAG_SILI_HMI_Imp_Carico                                      |
PLCTAG_SILI_HMI_Imp_Telescarico                                 |
PLCTAG_SILI_HMI_Imp_Silo_Car_Tele                               |
PLCTAG_SILI_HMI_ImpastoNetto_Ton                                |
PLCTAG_SILI_HMI_TaraCamion                                      |
PLCTAG_SILI_HMI_FineCamion                                      |
PLCTAG_Totalizzatore_Nastro_Agg                                 |
PLCTAG_Reset_Totalizzatore_Nastro_Agg                           |
PLCTAG_Totalizzatore_Nastro_Ric                                 |
PLCTAG_Reset_Totalizzatore_Nastro_Ric                           |
PLCTAG_Totalizzatore_Nastro_Ric_Par                             |
PLCTAG_Reset_Totalizzatore_Nastro_Ric_Par                       |
PLCTAG_EN_Valvola_Diesel                                        |
PLCTAG_FC_Valvola_Diesel_AP                                     |
PLCTAG_PesaCamionValAnalogico                                   |
PLCTAG_SILI_PAR_PesaCamionEnable                                |
PLCTAG_SILI_PAR_PesaCamionEnScaling                             |
PLCTAG_SILI_PAR_PesaCamionScalingAnalogMin                      |
PLCTAG_SILI_PAR_PesaCamionScalingAnalogMax                      |
PLCTAG_SILI_PAR_PesaCamionScalingTonMin                         |
PLCTAG_SILI_PAR_PesaCamionScalingTonMax                         |
PLCTAG_SILI_PAR_PesaCamionEnFiltro                              |
PLCTAG_SILI_PAR_PesaCamionSampleTime                            |
PLCTAG_SILI_PAR_PesaCamionSampleNr                              |
PLCTAG_SILI_PAR_PesaCamionEnLin                                 |
PLCTAG_SILI_PAR_PesaCamionNumLin                                |
PLCTAG_SILI_PAR_PesaCamionLinX0..4                              |
PLCTAG_SILI_PAR_PesaCamionLinY0..4                              |
PLCTAG_SILI_PAR_AppScomparto_Temp_0..10                         |
PLCTAG_SILI_PAR_AppScomparto_Temp_21                            |
PLCTAG_SILI_PAR_FondoScala_Temp1..8                             |
PLCTAG_SILI_PAR_ScalaMin_Temp1..8                               |
PLCTAG_SILI_PAR_ScalaMinAnalog_Temp1..8                         |
PLCTAG_SILI_HMI_Temperature_Piro1..8                            |
PLCTAG_SILI_HMI_Storico_ScarichiPesi0..21                       |
PLCTAG_SILI_HMI_Storico_ScarichiTemperature0..21                |
PLCTAG_SILI_HMI_Storico_IdMateriale0..21                        |
PLCTAG_SILI_HMI_Id_Ricetta_Mixer                                |
PLCTAG_SILI_HMI_Dest_Silo_Prenotata                             |
PLCTAG_SILI_HMI_Allarme1..16                                    |
PLCTAG_SILI_HMI_DosaggioInCorso                                 |
PLCTAG_SILI_HMI_Forz_Id_Mat                                     |
PLCTAG_SILI_HMI_CamionPresente                                  |
PLCTAG_PRED_Out_Ric_Auto_Corso                                  |
PLCTAG_MOT_AVVCALDO_SPEG                                        |
PLCTAG_MOT_ESCLUDI_SPEGN_VAG                                    |20160920 Esclusione spegnimento vaglio
PLCTAG_DB5_ViatopScarMixer1..2_Enable                           |20160419 ViatopScarMixer1 Abilitazione
PLCTAG_DB5_ViatopScarMixer1..2_FondoScala                       |20160419 ViatopScarMixer1 FondoScala Kg
PLCTAG_DB5_ViatopScarMixer1..2_Tara                             |20160419 ViatopScarMixer1 Tara Kg
PLCTAG_DB5_ViatopScarMixer1..2_Sicurezza                        |20160419 ViatopScarMixer1 Sicurezza Kg
PLCTAG_DB5_ViatopScarMixer1..2_Tmout_Pesata                     |20160419 ViatopScarMixer1 Timeout Pesata msec
PLCTAG_DB5_ViatopScarMixer1..2_Tmout_Scarico                    |20160419 ViatopScarMixer1 Timeout Scarico msec
PLCTAG_DB5_ViatopScarMixer1..2_Ant_Start_Compressore            |20160419 ViatopScarMixer1 Anticipo Start Compressore msec
PLCTAG_DB5_ViatopScarMixer1..2_Rit_Stop_Compressore             |20160419 ViatopScarMixer1 Ritardo Stop Compressore msec
PLCTAG_DB5_ViatopScarMixer1..2_TempoPermanenza                  |20160419 ViatopScarMixer1 Tempo Permanenza msec
PLCTAG_DB15_ViatopScarMixer1..2_Set                             |20160419 ViatopScarMixer1 Set%
PLCTAG_DB15_ViatopScarMixer1..2_Lenta                           |20160419 ViatopScarMixer1 Lenta Kg
PLCTAG_DB15_ViatopScarMixer1..2_Volo                            |20160419 ViatopScarMixer1 Volo Kg
PLCTAG_DB15_ViatopScarMixer1..2_Ordine                          |20160419 ViatopScarMixer1 Ordine
PLCTAG_DB15_ViatopScarMixer1..2_Tolleranza                      |20160419 ViatopScarMixer1 Tolleranza Kg
PLCTAG_DB15_ViatopScarMixer1..2_TStab                           |20160419 ViatopScarMixer1 Tempo Stabilizzazione Bilancia sec
PLCTAG_DB15_ViatopScarMixer1..2_TStabTara                       |20160419 ViatopScarMixer1 Tempo Stabilizzazione Tara sec
PLCTAG_DB15_ViatopScarMixer1..2_Ritardo                         |20160419 ViatopScarMixer1 Tempo Ritardo rispetto aggregati sec
PLCTAG_DB57_ViatopScarMixer1..2_PesataMan                       |20160421 ViatopScarMixer1 Pesata Manuale
PLCTAG_DB57_ViatopScarMixer1..2_ScaricoMan                      |20160421 ViatopScarMixer1 Scarico Manuale
PLCTAG_DB57_ViatopScarMixer1..2_StartCompressoreMan             |20160421 ViatopScarMixer1 Start Compressore Manuale
PLCTAG_DB46_ViatopScarMixer1..2_OutCmdCompressore               |20160421 ViatopScarMixer1 Comando di Pesata
PLCTAG_DB46_ViatopScarMixer1..2_OutPesata                       |20160421 ViatopScarMixer1 Comando di Pesata
PLCTAG_DB46_ViatopScarMixer1..2_OutScarico                      |20160421 ViatopScarMixer1 Comando di Pesata
PLCTAG_DB46_ViatopScarMixer1..2_RitCompressore                  |20160421 ViatopScarMixer1 Ritorno Compressore
PLCTAG_DB46_ViatopScarMixer1..2_Ack                             |20160421 ViatopScarMixer1 Ack
PLCTAG_DB46_ViatopScarMixer1..2_Imp_Trit                        |20160421 ViatopScarMixer1 Impulso Cambio Tempo Ritardo
PLCTAG_DB46_ViatopScarMixer1..2_AI_Peso                         |20160421 ViatopScarMixer1 AI Peso Kg
PLCTAG_DB61_All_ViatopScarMixer1..2_FineCorsaBilancia           |
PLCTAG_DB61_All_ViatopScarMixer1..2_NonTara                     |
PLCTAG_DB61_All_ViatopScarMixer1..2_Sicurezza                   |
PLCTAG_DB61_All_ViatopScarMixer1..2_FuoriTolleranza             |
PLCTAG_DB61_All_ViatopScarMixer1..2_LivelloMinimo               |
PLCTAG_DB61_All_ViatopScarMixer1..2_CompressoreFermo            |
PLCTAG_DB61_All_ViatopScarMixer1..2_TermicaCompressore          |
PLCTAG_DB61_All_ViatopScarMixer1..2_ScaricoBilanciaAperto       |
PLCTAG_DB61_All_ViatopScarMixer1..2_ScaricoBilanciaChiuso       |
PLCTAG_DB61_All_ViatopScarMixer1..2_TermicaDosaggio             |
PLCTAG_DB61_All_ViatopScarMixer1..2_TermicaScarico              |
PLCTAG_DB61_All_ViatopScarMixer1..2_PerditaPeso                 |
PLCTAG_DB61_All_ViatopScarMixer1..2_Tmout_Pesata                |
PLCTAG_DB61_All_ViatopScarMixer1..2_Tmout_Scarico               |
PLCTAG_DB32_ViatopScarMixer1..2_SetKg                           |
PLCTAG_DB32_ViatopScarMixer1..2_NettoKg                         |
PLCTAG_DB32_ViatopScarMixer1..2_VoloKg                          |
PLCTAG_DB46_SemaforoBenna_CmdVerde                              |
PLCTAG_DB46_SemaforoBenna_DI_Verde                              |
PLCTAG_DB46_SemaforoSili_CmdVerde                               |
PLCTAG_DB46_SemaforoSili_DI_Verde                               |
PLCTAG_DB46_Start_Benna_Cyb500                                  |20160630 Start Benna da Cyb500
PLCTAG_DB2024_HMI_Start_Pompa_Combustibile                      |20150630 Start Pompa Combustibile col Bruciatore
PLCTAG_DB2024_HMI_Start_Pompa_Combustibile_Caldo                |20150630 Start Pompa Combustibile col Bruciatore per riavvio a Caldo
PLCTAG_DB46_XTUA_DRW_Elevatore_Caldo                            |20160915 Gestione XTUA … salva turchi
PLCTAG_DB46_XTUA_DRW_Elevatore_Ric                              |20160915 Gestione XTUA … salva turchi
PLCTAG_DB46_XTUA_DRW_Tamburo                                    |20160915 Gestione XTUA … salva turchi
PLCTAG_DB46_XTUA_DRW_Ventola_Bruc                               |20160915 Gestione XTUA … salva turchi
PLCTAG_DB46_XTUA_DRW_Tamburo2                                   |20160915 Gestione XTUA … salva turchi
PLCTAG_DB46_XTUA_DRW_Ventola_Bruc2                              |20160915 Gestione XTUA … salva turchi
PLCTAG_EN_Valvola_OlioComb                                      |20160923 gestione valvola olio combustibile
PLCTAG_FC_Valvola_OlioComb_AP                                   |20160923 gestione valvola olio combustibile
PLCTAG_SLIT_MOTORE8_GestioneInternaSlittamento                  |                                                                                      20161020
PLCTAG_SLIT_MOTORE8_Soglia1Slittamento                          |                                                                                      20161020
PLCTAG_SLIT_MOTORE8_TempoSoglia1Slittamento                     |                                                                                      20161020
PLCTAG_SLIT_MOTORE8_Soglia2Slittamento                          |                                                                                      20161020
PLCTAG_SLIT_MOTORE8_TempoSoglia2Slittamento                     |                                                                                      20161020
PLCTAG_SLIT_MOTORE10_GestioneInternaSlittamento                 |                                                                                      20161020
PLCTAG_SLIT_MOTORE10_Soglia1Slittamento                         |                                                                                      20161020
PLCTAG_SLIT_MOTORE10_TempoSoglia1Slittamento                    |                                                                                      20161020
PLCTAG_SLIT_MOTORE10_Soglia2Slittamento                         |                                                                                      20161020
PLCTAG_SLIT_MOTORE10_TempoSoglia2Slittamento                    |                                                                                      20161020
PLCTAG_SLIT_MOTORE14_GestioneInternaSlittamento                 |                                                                                      20161020
PLCTAG_SLIT_MOTORE14_Soglia1Slittamento                         |                                                                                      20161020
PLCTAG_SLIT_MOTORE14_TempoSoglia1Slittamento                    |                                                                                      20161020
PLCTAG_SLIT_MOTORE14_Soglia2Slittamento                         |                                                                                      20161020
PLCTAG_SLIT_MOTORE14_TempoSoglia2Slittamento                    |                                                                                      20161020
PLCTAG_SLIT_MOTORE21_GestioneInternaSlittamento                 |                                                                                      20161129
PLCTAG_SLIT_MOTORE21_Soglia1Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE21_TempoSoglia1Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE21_Soglia2Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE21_TempoSoglia2Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE24_GestioneInternaSlittamento                 |                                                                                      20161129
PLCTAG_SLIT_MOTORE24_Soglia1Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE24_TempoSoglia1Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE24_Soglia2Slittamento                         |                                                                                      20161129
PLCTAG_SLIT_MOTORE24_TempoSoglia2Slittamento                    |                                                                                      20161129
PLCTAG_SLIT_MOTORE28_GestioneInternaSlittamento                 |                                                                                      20161020
PLCTAG_SLIT_MOTORE28_Soglia1Slittamento                         |                                                                                      20161020
PLCTAG_SLIT_MOTORE28_TempoSoglia1Slittamento                    |                                                                                      20161020
PLCTAG_SLIT_MOTORE28_Soglia2Slittamento                         |                                                                                      20161020
